File,Review date,Source string
End_of_life_care/CMO & NRS Guidance for Doctors completing MCCD.pdf,2024-05-18,"2 the quality assurance and review of mccd  59 annex | through quality assurance of the mccd, undertaken by an independent medical review system (death certification review service – dcrs), comprising a team of medical | system (death certification review service – dcrs), comprising a team of medical reviewers (mrs), a senior medical reviewer (smr) and medical reviewer’s assistants | the mccds for review are selected at random by nrs at the time that the death is registered by the informant.  where available , an electronic mccd can be completed and | registration, as it enables the emccd's to be selected for review at the time of completion. you are required to complete the mccd promptly for everyo ne, as death registration must | those cases randomly selected for review as death registration cannot be undertaken until the review process has been completed , unless advanced registration15 has been granted . | the review process has been completed , unless advanced registration15 has been granted . a level 1 review will be completed normally in 1 working day , which includes the time taken | a level 1 review will be completed normally in 1 working day , which includes the time taken to access the necessary information and contact the certifying doctor.  the expectation is | that a level 2 review will be  completed in 3 working days, although the actual time spent on the review itself will be much less.  if the certifying doctor is not available, another member of | the review itself will be much less.  if the certifying doctor is not available, another member of the clinical team with knowledge of the deceased and/or access to the relevant clinical | for review . details are included in  annex 2.  | review by the mr, which will be a level 2 review, or further investigation by the appropriate authorities. | deaths and is not covered by the new medical review system .  | • where an mccd is under review and substantial changes, or a replaceme nt mccd  is required by the mr, nrs would a ccept a revised mccd (such as a signed and dated | mccd which is not selected for review .  | the quality assurance and review of mccd  | through quality assurance of the mccd undertaken by an independent medical review system. | level 1  - a basic shorter review of currently 10% of eligible deaths level 2  - a comprehensive review of about  2,000 deaths per year (around 4%) | level 2  - a comprehensive review of about  2,000 deaths per year (around 4%)  | the mccds  for review will be selected at random by nrs, at the time the death is registered by the informant.  you are required to complete the mccd promptly as death registration | cannot be finalised until the review process has been completed.  the review will nor mally be completed in one working day (for level 1 reviews) or  3 working days (for level 2 | reviews ), depending on the level of the review.  an mccd may also be selected for review “for cause ” by a mr, where an mccd may be identified by the  mr, smr, or thro ugh other | review may also be undertaken following consideration of a request by an interested party such as a family member  (interested persons review – see paragraph  8 below) . | such as a family member  (interested persons review – see paragraph  8 below) . further information, including the scottish government guidance, is also available on the | • the registrar has referred an individual case for review where they have stated a particular concern about the medical cause of death | this thorough more comprehensive review of all available information allows the mr to come to a view about whether or not the mccd is “in order” and provides information for the | of the deceased and/or has access to the relevant clinical records .  the review can then be completed  without the need to refer the case to the smr . | review , as well as  the safe retention and destruction  of any patient identifiable information held by them , in accordance with  “a guide to the required standards of practice in the | the smr will review any certificates where the mr is of the o pinion the mccd is not in order, and the certifying doctor is unable or unwilling to provide a replacement certificate, or | this data to identify any additional cases for review based on triggers such as missing data, and incorrect forms.  these clinical governance  issues wi ll also be discussed with the | certification or evidence t hat practice may be in need of review in certain departments, hospitals or gp practices.  the smr will also note his/her  views on any training issues in | if the review with the mr is satisfactory,  the electronic case management  system (ecms) used by the mrs and smr, will trigger a real time update to the registrar’s fer system. the | undertake another level 2 review of the case and contact you.  if you and the smr agree that some changes are required, the process followed will be as in paragraph above.  if | however, you do not agree with the smr, the sm r will complete the review and the ecms 64 will trigger a real time update to the registrar’s system, which will allow the registrar to | please note that an mr must report any suspicion of criminality arising from the review to the pf, under section 16 of the 2011 certification of death (scotland) act 201143. | persons” to request the mrs for a review of the mccd if they satisfy certain criteria laid down in legislation e.g. the y come within the  definiti on of “ interested person50”; that the | implementation of the 2011 act ( 13 may  2015); and that a review ha s not already been conducted on an eligible mccd, as below. | e.g. the nhs complaints procedures, for issues outside the remit of the review system, such as concerns r egarding the care of an individual. | an informant may apply for the review to “not stay registration” (expedited process for review) under sections 6 and 7 of the certification of death (scotland) act 201151/52.  an | applicati on must be made to the mr before the review is complete , by a form available from the registrar.  if the request is granted within 2 hours, registration of the death may go ahead | if the mccd is considered by the mr to be “in order”, while the full review c ontinues to be carried out. this will allow the burial, cremation, or other methods of disposal of the | and specialist settings and the interface with the death certification review service  – annex  2 76"
Airway/Cook Staged Extubation Set.pdf,2024-06-02,"status draft/final: final  review date: jun 2021 authoriser: qit, late  date authorisation: oct 2018, jun 2 019 | status draft/final: final  review date: jun 2021 authoriser: qit, late  date authorisation: oct 2018, jun 2 019"
Drugs/noradrenaline (central).pdf,2024-06-18,status draft/final: final  review date: june  2024 authoriser: qit editorial group  authorisation date: september 2020 | status draft/final: final  review date: june  2024 authoriser: qit editorial group  authorisation date: september 2020
End_of_life_care/End of Life Care Guideline for Critical Care.pdf,2024-06-18,"nhs lothian crit care eolc guidance june 2023  1 	nhs lothian end of life care guidance for critical care (version 1 june 2023) the purpose of this guideline is to support the provision of optimal end of life care (eolc), in critical care, after a decision to withhold or withdraw life sustaining treatment (wlst) has been made.  the decision to wlst should be made by senior clinicians in accordance with scots law and best ethical and medical practice, as described in: gmc guidance “treatment and care towards the end of life”, nhs scotland “cardiopulmonary resuscitation decisions-integrated adult policy: guidance” and ficm “care at the end of life”. once a decision has been made to proceed with wlst, and prior to more detailed wlst discussions with the family, organ and tissue donation should be considered and discussed with the relevant snod. for patients where a decision has been made to proceed along the organ and tissue donation pathway, this guideline should be used in conjunction with that for the organ and tissue donation process. contents	part 1: standard eolc in critical care       2 documentation           2 family and pastoral support         3 symptom relief           4 withdrawal of life sustaining treatment        6 ongoing patient review          9 when to refer to palliative care         9 after death           9  part 2: managing eolc care in specific circumstances.     11 a. management of symptomatic airway obstruction (after palliative extubation)  11 b. refractory status epilepticus/myoclonus       12 c. symptomatic breathlessness-often more of an issue in l2 patients    12 d. secretion management         14 e. vomiting post extubation         14 f. cessation of hfno2 in the awake patient       15 g. wlst in patients with young children       16 references           18 appendix i: considerations in withdrawal of life support (nejm)     19 appendix ii: bereavement support for children and young people    20 critical care guidelines  for critical care use only | nhs lothian crit care eolc guidance june 2023  9 n.b. guidance on management of cardiac implantable electronic devices after death.  the presence of cied should be notified to the mortuary and managed as per the nhs lothian guidance here this guidance also applies to other implantable devices such as sacral nerve stimulators, baclofen pumps and programmable hydrocephalus shunts. ongoing	patient	review	patients receiving eolc do not ordinarily require a full daily review, however regular clinician review is extremely important, with appropriate documentation, to ensure: • the provision of adequate symptom relief. • assessment of any changes in the patient’s condition. • adjustment of analgesia and sedation regimens where necessary.  • adequate management of more complex eolc circumstances (as listed in the next section). • plans for discharge from critical care if necessary. when	to	refer	to	palliative	care	palliative care input has a vitally important role to play in eolc in critical care. early discussion with the palliative care team is beneficial, especially in the following circumstances: • planned/likely step down to the ward for eolc • complex cases • refractory seizures • planned withdrawal of longer-term respiratory support • any situation where eolc advice is needed  contact details • rie: extension 21993, bleep 5715, out of hours via switchboard • wgh: bleep 8174 (mon-fri 9am-5pm) • sjh: bleep 3833 (mon-fri 9am-5pm)  • submit a trak referral after bleeping. • medical advice out of hours (5pm-9am/weekends) via switchboard after	death	complete relevant paperwork (please ensure an e mail address from the family/relevant other has been obtained and recorded on the death notification paperwork) as per nhs lothian crit care guidance: microsoft word - documentation and procedures following death_draft2_2018gm.docx.pdf (scot.nhs.uk) medical staff to complete mccd as per scotland’s cmo  guidance: cmo letterhead.dot (scot.nhs.uk) financial support services for families after death: https://services.nhslothian.scot/bereavementservice/support-services/ nhs lothian crit care eolc guidance june 2023  10 https://www.mygov.scot/funeral-support-payment https://www.mygov.scot/bereavement-benefits genetic	testing	post	oohca	 some deaths following oohca are due to inherited cardiac causes  if the patient fulfils the criteria below, then genetic testing should be considered.  • deaths in general critical care following oohca • adults under 60 • without clear evidence of ihd/chronic coronary artery disease (cad) • without clear evidence of non-cardiac precipitant • with sufficient information to complete the mccd   further information is available here (nhs lothian critical care guideline following sudden cardiac death where death occurs in icu: link to be inserted for new guideline written by tom craven) | nhs lothian crit care eolc guidance june 2023  19 6) west of scotland pain management group opioid calculator: https://paindata.org/calculator.php?dothis=reset  7) desist study: https://bmjopen.bmj.com/content/bmjopen/6/3/e010148.full.pdf  8) campbell ml, templin t, walch j. a respiratory distress observation scale for patients unable to self-report dyspnea. j palliat med. 2010 mar;13(3):285-90. doi: 10.1089/jpm.2009.0229. pmid: 20078243. https://www.liebertpub.com/doi/10.1089/jpm.2009.0229  9) “withdrawal of assisted ventilation at the request of a patient with motor neurone disease: guidance for professionals” association for palliative medicine of great britain and ireland, 2015  https://apmonline.org/wp-content/uploads/2018/11/2018-guidance-on-withdrawal-of-assisted-ventilation_final-4.pdf  10) west midlands specialist palliative audit and guideline group “withdrawal of assisted ventilation for hospital inpatients outside of critical care settings/icu” https://www.westmidspallcare.co.uk/wp-content/uploads/assisted-ventilation-withdrawal-in-hospital-front-sheet.pdf  11) dying with dignity in the intensive care unit | nejm guideline	authors	and	contributors	authors: monika beatty, murray blackstock, gilly fleming, abigail walton, janine wilson. contributors: caroline barker, steph cronin, oliver robinson, arlene norton, brenda duncan, alastair morgan, emily ogden, catherine collinson, claire hannah, tim walsh, stuart edwardson. authorised june 2023 date for review summer 2026 nhs lothian crit care eolc guidance june 2023  20 appendix	i:	considerations	in	withdrawal	of	life	support	(nejm)"
Post_op_care/Epidural hypotension.pdf,2024-06-26,next review by jun 26 reassess. | next review by jun 26  | next review by jun 26  | next review by jun 26 reassess. | senior clinician review (st3 or above) • a need for more than 1000mls in boluses | after senior review - see below (s t3 or above) senior review - by  st3 or above | senior review - by  st3 or above or critical care consultant review | or critical care consultant review  | next review by jun 26  | next review by jun 26 
GI_Liver_and_Transplant/Confirmation of Nasogastric Tube Position.pdf,2024-07-18,reviewed: next review : july 2024 . | •2) most recent cxr being viewed (i.e review date + time) •3) check the patient to ensure there is only one ng/og tube in situ | • please review the flow chart on page 2 for instructions o n how to safely confirm correct ng/og tube placement before 1st use. | •2) most recent cxr being viewed (i.e review date + time) •3) check the patient to ensure there is only one ng/og tube in situ | reviewed: next review : july 2024 .
GI_Liver_and_Transplant/Fulminant Liver Failure.pdf,2024-07-18,reviewed: feb 2022 next review :  july 2024 . | reviewed: feb 2022 next review :  july 2024 .
Drugs/glyceryl_trinitrate.pdf,2024-07-18,status draft/f inal: final review  date:  july 2024 authoriser : lothian critical care qit
Drugs/dexmedetomidine.pdf,2024-07-18,status draft/final: final review date: july 2024 authoriser;  lothian critical care qit | review ongoing requirement for dexmedetomidine after 48-72 hours of treatment and consider commencing oral | status draft/final: final review date: july 2024 authoriser;  lothian critical care qit
Breathing(Respiratory)/Equipment/Passy Muir Valve.pdf,2024-07-18,reviewed on: july 2022 next review :  july 2024  critical care guidelines – use of passy muir valve for critical care use only | reviewed on: july 2022 next review :  july 2024  critical care guidelines – use of passy muir valve for critical care use only
Infection_and_sepsis/Antifungal guidance in critical care.pdf,2024-07-25,authorisation date:  july 2023 review date:  july 25  | authorisation date:  july 2023 review date:  july 25 
Breathing(Respiratory)/ARDS Strategy.pdf,2024-08-15,status draft/final: final  review date: aug 2021 authoriser: qit date authorisation: aug 15 – update nov | management strategy and considerations  for daily review breathing | • review medications . may need diuretic infu sions • review/replace electrolytes | • review chest imaging and repeat if not current extra -corporeal therapies | and acute respiratory distress syndrome: systematic review an d meta-analysis. jama.  2010 mar 3;303(9):865 –73. | status draft/final: final  review date: aug 2021 authoriser: qit date authorisation: aug 15 – update nov
Transfer/Transfer Outdoors to Garden Guideline.pdf,2024-08-18,"review date: august 2024acknowledgments kate tantam rn bsc (hons) mres pgce bem, specialist sister icu, rehabilitation team, | review date: august 2024acknowledgments kate tantam rn bsc (hons) mres pgce bem, specialist sister icu, rehabilitation team,"
Cardiovascular/Intra Aortic Balloon Pump Guideline_pub.pdf,2024-08-18,reviewed on:  sept 2021  next review :  august 202 4 set-up | reviewed on:  sept 2021  next review :  august 202 4 reviewing	the	cxr | reviewed on:  sept 2021  next review :  august 202 4 troubleshooting | reviewed on:  sept 2021  next review :  august 202 4 set-up | reviewed on:  sept 2021  next review :  august 202 4 reviewing	the	cxr | reviewed on:  sept 2021  next review :  august 202 4 troubleshooting
Cardiovascular/Intra Aortic Balloon Pump Bedside Checks_pub.pdf,2024-08-18,reviewed on:  september 2021  next review :  august 202 4 patient	label | reviewed on:  september 2021  next review :  august 202 4 patient	label | reviewed on:  september 2021  next review :  august 202 4 patient	label | reviewed on:  september 2021  next review :  august 202 4 patient	label | reviewed on:  september 2021  next review :  august 202 4 patient	label | reviewed on:  september 2021  next review :  august 202 4 patient	label
Drugs/Dobutamine.pdf,2024-10-18,status draft/final:  review date : october 2024 authoriser:  lothian critical care qit | status draft/final:  review date : october 2024 authoriser:  lothian critical care qit
Drugs/adrenaline.pdf,2024-10-18,status draft/final: final  review date: october  2024 authoriser: qit editorial group  authorisation date: august 2021 | status draft/final: final  review date: october  2024 authoriser: qit editorial group  authorisation date: august 2021
Drugs/hydralazine.pdf,2024-10-24,status draft/final: final review date: october 24 authoriser: lothian critical care qit editorial | status draft/final: final review date: october 24 authoriser: lothian critical care qit editorial
Post_op_care/Major OMFS Free Flap.pdf,2024-11-20,written: 9 november 2019  review date : 9 november 20 22 reviewed: nov 2019 dr s moultrie date authorisation: date approved by qit | written: 9 november 2019  review date : 9 november 20 22 reviewed: nov 2019 dr s moultrie date authorisation: date approved by qit
Drugs/Alteplase for massive PE.pdf,2024-11-24,authorisation date:  november 23  review date:  november 24 for critical care use only | authorisation date:  november 23  review date:  november 24 for critical care use only | authorisation date:  november 23  review date:  november 24 for critical care use only | authorisation date:  november 23  review date:  november 24 for critical care use only | authorisation date:  november 23  review date:  november 24 for critical care use only | authorisation date:  november 23  review date:  november 24 for critical care use only
Drugs/alfentanil.pdf,2024-11-24,status draft/final: final review date: nov 24 authoriser: lothian critical care qit | status draft/final: final review date: nov 24 authoriser: lothian critical care qit
Drugs/magnesium.pdf,2024-12-24,status draft/final: final review date: december 24 authoriser;   lothian critical care qit | status draft/final: final review date: december 24 authoriser;   lothian critical care qit
Drugs/neostigmine.pdf,2025-01-18,"status draft/final: final  review date: jan 2025 authoriser:  wgh qit, cc qit date authorisation: jan 2023 | status draft/final: final  review date: jan 2025 authoriser:  wgh qit, cc qit date authorisation: jan 2023"
Drugs/vancomycin.pdf,2025-01-18,status draft/final: draft  review date :   january 2025 authoriser;  qit editorial board date authorisation:   31/01/2023 | level is < 25mg/l. please review patient parameters w hen considering dose. seek senior medical or pharmacy advice. | status draft/final: draft  review date :   january 2025 authoriser;  qit editorial board date authorisation:   31/01/2023
Drugs/ICU - IV drug infusions.pdf,2025-01-18,smyth 13/10/21. updated by a neally and c hanna h 18/01/2024 issue date:  january  2024 review date: january 2025  version:  20.3 . | smyth 13/10/21. updated by a neally and c hanna h 18/01/2024 issue date:  january  2024 review date: january 2025  version:  20.3 .
Infection_and_sepsis/Initial investigation and management in unidentified Infections.pdf,2025-02-18,"initial management of critically-ill patients with community-acquired sepsis and septic shock when the source is not yet identified    sepsis: life-threatening organ dysfunction due to a dysregulated host response to infection    septic shock: subset of sepsis in which particularly profound circulatory, cellular, and metabolic abnormalities are associated with a greater risk of mortality than with sepsis alone. identified by the need for vasopressors to maintain a map ≥ 65 mm hg and serum lactate level ≥ 2 mmol/l in the absence of hypovolaemia.    identification of the source of infection requires careful history and targeted investigations.    history should include   1. recent travel  2. infectious contacts  3. past medical history, particularly details of recent infections, diabetes and organ transplantation 4. drug misuse behaviour (including intravenous drug use or subcutaneous drug use such as skin popping)  5. drug history including recent antimicrobials, cancer chemotherapy and other immunosuppressants  6. occupational history and details of unusual hobbies or pastimes  7. sexual history    investigations for all septic patients in whom the source of infection is unclear    1. blood samples  a. minimum 2 sets of peripheral blood cultures (i.e. two anaerobic and two aerobic bottles), ideally prior to antimicrobial therapy. if infective endocarditis is suspected, 3 sets of peripheral blood cultures should be sent. see ‘blood cultures in critical care’ guidance for appropriate sampling technique.  b. hiv test  c. edta (red blood tube) for bacterial meningitis profile 2. urine culture. if catheterised, csu should be taken using an aseptic, non-touch technique only from the sampling port on the drainage bag  3. respiratory samples.   a. sputum culture if not intubated  b. if intubated, consider bal or mini-bal. if this is contraindicated, send endotracheal aspirate (4 samples). see cap/vap guidelines for more details and trak orders.   c. if atypical respiratory infection is suspected and unable to send bal or mini-bal, urinary legionella antigen should be sent.  d. covid pcr  4. cxr  5. mrsa screen    targeted investigations to consider depending on presentation    1. cross-sectional imaging – consider ct chest, abdomen, pelvis, head, extremities (e.g. if concern for severe soft tissue infection)  2. additional microbiological sampling  a. csf via lumbar puncture if suspected cns infection and no contraindications to this. if ventriculitis is suspected in a neurosurgical patient, particularly in the presence of an indwelling device, then see ventriculitis guideline for further management.  b. skin swabs if broken skin/rashes  c. if loose stools, send stool for c. diff toxin testing and norovirus pct. if initial sample is negative for bacterial enteric pathogens, up to two further samples should be sent on separate days. if immunocompromised, consider other infective causes e.g. cmv.  d. pleural fluid via ultrasound-guided thoracocentesis to assess for empyema  e. paracentesis in patients with chronic liver disease and ascites to rule out spontaneous bacterial peritonitis.   f. if immunosuppressed then consider induced sputum or bal to investigate for pjp, cmv, fungi including aspergillus, and mycobacteria (4 separate requests on trak). where a bal is being done for mycology culture, galactomannan should also be requested on the bal fluid.  g. if catheter related bloodstream infection is suspected, peripheral cultures, line cultures and line tip should be sent following removal where appropriate.  3. echocardiogram  a. comprehensive transthoracic echocardiogram by bse-accredited sonographer is first line investigation to assess for endocarditis. focused echo is not appropriate for this indication.  b. liaise with cardiology registrar if suspicion of endocarditis and negative initial transthoracic echocardiogram, particularly if patient has a prosthetic valve. trans-oesophageal echocardiogram may be required.   4. investigation of malaria +/- other tropical diseases if recent travel history to endemic area  5. cpe screen if high risk for colonisation. refer to nhs lothian cpe guidance.    non-infectious sepsis mimics     1. cardiogenic shock  2. pancreatitis  3. occult haemorrhage  4. addisonian crisis  5. malignancy   6. hemophagocytic lymphohistiocytosis (hlh). consider if ferritin > 5000mcg/l    initial management    1. consider need for isolation and ppe  2. prompt antimicrobial therapy as per antimicrobial companion app  3. early source control. liaise with surgeons if suspected intra-abdominal or soft-tissue source. consider removal of indwelling lines.    4. iv fluid therapy +/- noradrenaline. target map 60-65 mmhg is appropriate in most patients.  5. early discussion with microbiology if recent antimicrobial use  6. if escalating noradrenaline requirements, consider adding vasopressin and shock dose steroids (see steroids in septic shock guideline) plus focused echocardiogram to guide haemodynamic management and assess for cardiac pathology contributing to shock (e.g. lv or rv systolic dysfunction).  7. consider dobutamine in patients who show evidence of lv dysfunction and persistent hypotension despite adequate fluid loading and vasopressor therapy.  8. consider ivig in patients with severe soft tissue infection. see nhs lothian guidance on antimicrobial companion app.    if significant travel history or diagnosis remains elusive then consider seeking an infectious diseases consultation.   if deteriorating over 48-72 hours despite initial therapy, consider:    7. source control – is the imaging adequate and does it need to be repeated?  8. progression of systemic inflammatory response despite appropriate antimicrobial therapy (e.g. development of ards)  9. antibiotic regimen:  a. ineffective antibiotic regimen due to opportunistic or atypical bacterial organisms. consider molecular testing on samples already acquired (pleural, joint, csf etc)   b. resistant organisms that have not yet been cultured - particularly vre, mrsa, penicillin resistant pneumoococcus or cpe.  c. not appropriate for site of infection  d. dosed incorrectly for site of infection or patient, particularly if patient receiving renal replacement therapy. consider therapeutic drug monitoring  e. drug interaction  f. fungal infection  10. if patient has risk factors for candidaemia (immunosuppressed, recurrent candida growth in respiratory or urine samples, tpn use, unresolved abdominal sepsis, central venous lines, neutropaenia, haematological malignancy, renal replacement therapy or burns) and has persistent fever despite antibacterial therapy, measure beta glucan and consider empirical anti-candida therapy while the results are awaited  11. review for possible inflammatory conditions that could mimic sepsis including vasculitis etc. review the history of possible immunocompromising conditions.    if no source of infection identified and culture sterile – reconsider whether this is a bacterial infection and consider stopping antibiotics. many acute infections are adequately treated after 5 days of broad-spectrum parenteral antibiotics.    title: initial management of critically-ill patients with community-acquired sepsis and septic shock when the source is not yet identified  id:   authors: d. hall, s. ubhi, g. mcneil, o. brooks, m. adam, i. laurenson, p, kalima category:   document version: 1.0 status draft/final: final review date: feb 2025 authoriser: critical care infection group date of authorisation: 4 feb 2022 date added to intranet:    7 feb 2022 key words: sepsis, infection  comments: . | initial management of critically-ill patients with community-acquired sepsis and septic shock when the source is not yet identified    sepsis: life-threatening organ dysfunction due to a dysregulated host response to infection    septic shock: subset of sepsis in which particularly profound circulatory, cellular, and metabolic abnormalities are associated with a greater risk of mortality than with sepsis alone. identified by the need for vasopressors to maintain a map ≥ 65 mm hg and serum lactate level ≥ 2 mmol/l in the absence of hypovolaemia.    identification of the source of infection requires careful history and targeted investigations.    history should include   1. recent travel  2. infectious contacts  3. past medical history, particularly details of recent infections, diabetes and organ transplantation 4. drug misuse behaviour (including intravenous drug use or subcutaneous drug use such as skin popping)  5. drug history including recent antimicrobials, cancer chemotherapy and other immunosuppressants  6. occupational history and details of unusual hobbies or pastimes  7. sexual history    investigations for all septic patients in whom the source of infection is unclear    1. blood samples  a. minimum 2 sets of peripheral blood cultures (i.e. two anaerobic and two aerobic bottles), ideally prior to antimicrobial therapy. if infective endocarditis is suspected, 3 sets of peripheral blood cultures should be sent. see ‘blood cultures in critical care’ guidance for appropriate sampling technique.  b. hiv test  c. edta (red blood tube) for bacterial meningitis profile 2. urine culture. if catheterised, csu should be taken using an aseptic, non-touch technique only from the sampling port on the drainage bag  3. respiratory samples.   a. sputum culture if not intubated  b. if intubated, consider bal or mini-bal. if this is contraindicated, send endotracheal aspirate (4 samples). see cap/vap guidelines for more details and trak orders.   c. if atypical respiratory infection is suspected and unable to send bal or mini-bal, urinary legionella antigen should be sent.  d. covid pcr  4. cxr  5. mrsa screen    targeted investigations to consider depending on presentation    1. cross-sectional imaging – consider ct chest, abdomen, pelvis, head, extremities (e.g. if concern for severe soft tissue infection)  2. additional microbiological sampling  a. csf via lumbar puncture if suspected cns infection and no contraindications to this. if ventriculitis is suspected in a neurosurgical patient, particularly in the presence of an indwelling device, then see ventriculitis guideline for further management.  b. skin swabs if broken skin/rashes  c. if loose stools, send stool for c. diff toxin testing and norovirus pct. if initial sample is negative for bacterial enteric pathogens, up to two further samples should be sent on separate days. if immunocompromised, consider other infective causes e.g. cmv.  d. pleural fluid via ultrasound-guided thoracocentesis to assess for empyema  e. paracentesis in patients with chronic liver disease and ascites to rule out spontaneous bacterial peritonitis.   f. if immunosuppressed then consider induced sputum or bal to investigate for pjp, cmv, fungi including aspergillus, and mycobacteria (4 separate requests on trak). where a bal is being done for mycology culture, galactomannan should also be requested on the bal fluid.  g. if catheter related bloodstream infection is suspected, peripheral cultures, line cultures and line tip should be sent following removal where appropriate.  3. echocardiogram  a. comprehensive transthoracic echocardiogram by bse-accredited sonographer is first line investigation to assess for endocarditis. focused echo is not appropriate for this indication.  b. liaise with cardiology registrar if suspicion of endocarditis and negative initial transthoracic echocardiogram, particularly if patient has a prosthetic valve. trans-oesophageal echocardiogram may be required.   4. investigation of malaria +/- other tropical diseases if recent travel history to endemic area  5. cpe screen if high risk for colonisation. refer to nhs lothian cpe guidance.    non-infectious sepsis mimics     1. cardiogenic shock  2. pancreatitis  3. occult haemorrhage  4. addisonian crisis  5. malignancy   6. hemophagocytic lymphohistiocytosis (hlh). consider if ferritin > 5000mcg/l    initial management    1. consider need for isolation and ppe  2. prompt antimicrobial therapy as per antimicrobial companion app  3. early source control. liaise with surgeons if suspected intra-abdominal or soft-tissue source. consider removal of indwelling lines.    4. iv fluid therapy +/- noradrenaline. target map 60-65 mmhg is appropriate in most patients.  5. early discussion with microbiology if recent antimicrobial use  6. if escalating noradrenaline requirements, consider adding vasopressin and shock dose steroids (see steroids in septic shock guideline) plus focused echocardiogram to guide haemodynamic management and assess for cardiac pathology contributing to shock (e.g. lv or rv systolic dysfunction).  7. consider dobutamine in patients who show evidence of lv dysfunction and persistent hypotension despite adequate fluid loading and vasopressor therapy.  8. consider ivig in patients with severe soft tissue infection. see nhs lothian guidance on antimicrobial companion app.    if significant travel history or diagnosis remains elusive then consider seeking an infectious diseases consultation.   if deteriorating over 48-72 hours despite initial therapy, consider:    7. source control – is the imaging adequate and does it need to be repeated?  8. progression of systemic inflammatory response despite appropriate antimicrobial therapy (e.g. development of ards)  9. antibiotic regimen:  a. ineffective antibiotic regimen due to opportunistic or atypical bacterial organisms. consider molecular testing on samples already acquired (pleural, joint, csf etc)   b. resistant organisms that have not yet been cultured - particularly vre, mrsa, penicillin resistant pneumoococcus or cpe.  c. not appropriate for site of infection  d. dosed incorrectly for site of infection or patient, particularly if patient receiving renal replacement therapy. consider therapeutic drug monitoring  e. drug interaction  f. fungal infection  10. if patient has risk factors for candidaemia (immunosuppressed, recurrent candida growth in respiratory or urine samples, tpn use, unresolved abdominal sepsis, central venous lines, neutropaenia, haematological malignancy, renal replacement therapy or burns) and has persistent fever despite antibacterial therapy, measure beta glucan and consider empirical anti-candida therapy while the results are awaited  11. review for possible inflammatory conditions that could mimic sepsis including vasculitis etc. review the history of possible immunocompromising conditions.    if no source of infection identified and culture sterile – reconsider whether this is a bacterial infection and consider stopping antibiotics. many acute infections are adequately treated after 5 days of broad-spectrum parenteral antibiotics.    title: initial management of critically-ill patients with community-acquired sepsis and septic shock when the source is not yet identified  id:   authors: d. hall, s. ubhi, g. mcneil, o. brooks, m. adam, i. laurenson, p, kalima category:   document version: 1.0 status draft/final: final review date: feb 2025 authoriser: critical care infection group date of authorisation: 4 feb 2022 date added to intranet:    7 feb 2022 key words: sepsis, infection  comments: ."
Neurological/Intrathecal policy RIE.pdf,2025-02-18,authorisation date:  february 2023 review date:  february 2025 for critical care use only | it is the responsibility of the trainers to ensure regular review and update of th e list of accredited intrathecal practitioners within their area of responsibility. | authorisation date:  february 2023 review date:  february 2025 for critical care use only
Drugs/labetalol.pdf,2025-02-18,authorisation date:  february 2023 review date:  february 2025 for critical care use only labetalol | authorisation date:  february 2023 review date:  february 2025 for critical care use only labetalol
Cardiovascular/Management of Acute Type B Aortic Dissection Guideline.pdf,2025-03-18,"authorisation date:  march 2025 review date:  march 2023 for critical care use only management of acute type b aortic dissection guideline | authorisation date:  march 2025 review date:  march 2023 for critical care use only 2. nicardipine  (second line in addition to labetalol, or first line if contra-indications to be ta-blocker) | authorisation date:  march 2025 review date:  march 2023 for critical care use only management of acute type b aortic dissection guideline | authorisation date:  march 2025 review date:  march 2023 for critical care use only 2. nicardipine  (second line in addition to labetalol, or first line if contra-indications to be ta-blocker)"
Drugs/midazolam.pdf,2025-03-18,authorisation date:  march 2023 review date:  march 2025  | authorisation date:  march 2023 review date:  march 2025  | authorisation date:  march 2023 review date:  march 2025  | authorisation date:  march 2023 review date:  march 2025 
Trauma and Burns/Management of Severe Burns v1.6.pdf,2025-04-18,"review  date:  9th april  2025  | chest  escharotomies  – get surgical  review  urgently. abg  – check  carboxyhaemaglobin (cohb)  levels.  if > 10%  of total  hb, this is diagnostic  of carbon | dermal/full  thickness  burns  are present  urgent  plastic  surgery  review  is required  for consideration  of escharotomies  (see appendix  3) | review  by the plastics  team  +/- escharotomy  within  3 hours. reassess  repeatedly. | can be applied  until  review  by the plastic  surgery  team.  due to the excellent  blood  supply , facial  burns generally  heal  very  well with  minimal  surgical  input  in most  burns.  facial  cleaning/toileting  should  be | even  permanent  loss of vision.   review  of the eyes  can be done  with  fluoresc ein stain  and a blue  light . consult  ophthalmology  with  any concerns. | (1) get a surgical  review  for consideration  of escharotomy/  fasciotomy. (2) aim for a higher  urine  output"
Drugs/salbutamol.pdf,2025-04-18,authorisation date:  april 2023 review date:  april 2025 venous salbutamol  1 | authorisation date:  april 2023 review date:  april 2025 venous salbutamol  1
Drugs/potassium.pdf,2025-04-18,reviewed: april 2023  review date:  april 2025 authoriser: lothian critical care qit | reviewed: april 2023  review date:  april 2025 authoriser: lothian critical care qit
Drugs/nimodipine.pdf,2025-04-18,authorisation date:  april 2023 review date:  april 2025 nniimmooddiippiinnee | authorisation date:  april 2023 review date:  april 2025 nniimmooddiippiinnee
